chapter,subtopic,front,back
Capítulo 6,Clasificación del tejido conjuntivo,¿Qué órgano linfoide no tiene estroma reticular típico?,El timo.
Capítulo 6,Clasificación del tejido conjuntivo,¿Qué tejidos se mencionan como ejemplos clásicos de tejido elástico?,Ligamentos vertebrales y túnica media de arterias elásticas.
Capítulo 6,Tejido conjuntivo embrionario,¿De qué capa germinal deriva casi todo el tejido conjuntivo del cuerpo?,Del mesodermo.
Capítulo 6,Tejido conjuntivo embrionario,¿Qué región corporal tiene tejido conjuntivo con aporte importante de cresta neural?,La cabeza.
Capítulo 6,Tejido conjuntivo embrionario,¿Qué tejido conjuntivo primitivo aparece en el embrión temprano?,Mesénquima.
Capítulo 6,Tejido conjuntivo embrionario,¿Cómo se llama el mesénquima derivado de cresta neural en la cabeza?,Ectomesénquima.
Capítulo 6,Tejido conjuntivo embrionario,¿Qué origina el mesénquima además de tejidos conjuntivos adultos?,"Sistemas muscular, vascular y urogenital, y membranas serosas."
Capítulo 6,Tejido conjuntivo embrionario,¿Qué determina el tipo de tejido conjuntivo maduro que se formará?,La proliferación y organización de células mesenquimatosas.
Capítulo 6,Tejido conjuntivo embrionario,¿Dónde se encuentra el tejido conjuntivo embrionario?,En el embrión y el cordón umbilical.
Capítulo 6,Mesénquima,¿Qué tejido conjuntivo embrionario se encuentra principalmente en el embrión?,Mesénquima.
Capítulo 6,Mesénquima,¿Qué forma tienen las células mesenquimatosas?,Fusiforme.
Capítulo 6,Mesénquima,¿Qué aspecto tienen las células del mesénquima?,"Pequeñas, fusiformes y relativamente uniformes."
Capítulo 6,Mesénquima,¿Qué forman las evaginaciones de células mesenquimatosas al contactar entre sí?,Una red celular tridimensional.
Capítulo 6,Mesénquima,¿Qué unión conecta evaginaciones de células mesenquimatosas?,Uniones de hendidura.
Capítulo 6,Mesénquima,¿Qué ocupa el espacio extracelular del mesénquima?,Sustancia fundamental viscosa.
Capítulo 6,Mesénquima,¿Qué fibras hay en el mesénquima?,Fibras reticulares y de colágeno finas y escasas.
Capítulo 6,Mesénquima,¿Por qué el mesénquima tiene pocas fibras de colágeno?,Porque el feto soporta poco estrés físico.
Capítulo 6,Mesénquima,¿Qué tipo de matriz tiene el mesénquima?,Sustancia fundamental viscosa con fibras finas escasas.
Capítulo 6,Tejido conjuntivo mucoso,¿Dónde se encuentra el tejido conjuntivo mucoso embrionario?,En el cordón umbilical.
Capítulo 6,Tejido conjuntivo mucoso,¿Qué aspecto tiene la MEC del tejido conjuntivo mucoso?,Gelatinoso.
Capítulo 6,Tejido conjuntivo mucoso,¿Qué GAG predomina en el tejido conjuntivo mucoso?,Ácido hialurónico.
Capítulo 6,Tejido conjuntivo mucoso,¿Qué otro nombre recibe el ácido hialurónico?,Hialuronato.
Capítulo 6,Tejido conjuntivo mucoso,¿Cómo se llama la sustancia fundamental del tejido conjuntivo mucoso?,Gelatina de Wharton.
Capítulo 6,Tejido conjuntivo mucoso,¿Qué células contiene el tejido conjuntivo mucoso?,Células fusiformes muy separadas.
Capítulo 6,Tejido conjuntivo mucoso,¿A qué células adultas se parecen las células fusiformes del tejido conjuntivo mucoso?,Fibroblastos.
Capítulo 6,Tejido conjuntivo mucoso,¿Qué estructura del cordón umbilical ocupa grandes espacios entre fibras finas?,Gelatina de Wharton.
Capítulo 6,Tejido conjuntivo del adulto,¿Cuáles son los dos grandes subtipos del tejido conjuntivo del adulto?,Tejido conjuntivo laxo y denso.
Capítulo 6,Tejido conjuntivo del adulto,¿Qué otro nombre recibe el tejido conjuntivo laxo?,Tejido areolar.
Capítulo 6,Tejido conjuntivo del adulto,¿Cómo se subclasifica el tejido conjuntivo denso?,En denso regular y denso irregular.
Capítulo 6,Tejido conjuntivo laxo,¿Qué caracteriza al tejido conjuntivo laxo?,Fibras poco ordenadas y abundantes células de varios tipos.
Capítulo 6,Tejido conjuntivo laxo,¿Qué componente ocupa más volumen que las fibras en el tejido conjuntivo laxo?,La sustancia fundamental.
Capítulo 6,Tejido conjuntivo laxo,¿Qué consistencia tiene la sustancia fundamental del tejido conjuntivo laxo?,Viscosa a gelatinosa.
Capítulo 6,Tejido conjuntivo laxo,¿Qué fibras predominan de forma escasa y delgada en el tejido conjuntivo laxo?,Fibras de colágeno delgadas.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo suele ubicarse debajo de epitelios?,Tejido conjuntivo laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo se asocia al epitelio de las glándulas?,Tejido conjuntivo laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo rodea vasos sanguíneos pequeños?,Tejido conjuntivo laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo forma la lámina propia de mucosas?,Tejido conjuntivo laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué función de difusión cumple el tejido conjuntivo laxo?,"Permite difusión de oxígeno, nutrientes, CO₂ y desechos."
Capítulo 6,Tejido conjuntivo laxo,¿Qué estructura vascular permite intercambio de sustancias en el tejido conjuntivo laxo?,Vasos sanguíneos pequeños.
Capítulo 6,Tejido conjuntivo laxo,¿Por qué el tejido conjuntivo laxo es un sitio frecuente de inflamación?,Porque contiene muchas células inmunitarias migrantes.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido es primer sitio de defensa frente a patógenos que atraviesan epitelios?,Tejido conjuntivo laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué células del tejido conjuntivo laxo suelen migrar desde vasos sanguíneos?,Células inmunitarias transitorias.
Capítulo 6,Tejido conjuntivo laxo,¿Qué células pueden encontrarse en el tejido conjuntivo laxo?,"Fibroblastos, linfocitos, macrófagos, células plasmáticas, mastocitos y eosinófilos."
Capítulo 6,Tejido conjuntivo laxo,¿Qué célula produce colágeno en el tejido conjuntivo laxo?,Fibroblasto.
Capítulo 6,Tejido conjuntivo laxo,¿Qué células abundan en la lámina propia por exposición constante a sustancias extrañas?,Células del sistema inmunitario.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo es más celular: laxo o denso irregular?,Laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo tiene menos fibras: laxo o denso irregular?,Laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tejido conjuntivo tiene más sustancia fundamental: laxo o denso irregular?,Laxo.
Capítulo 6,Tejido conjuntivo laxo,¿Qué tipo de fibras de colágeno tiene el tejido conjuntivo laxo?,Delgadas y laxamente distribuidas.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué caracteriza al tejido conjuntivo denso irregular?,Abundantes fibras de colágeno y pocas células.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué célula predomina en el tejido conjuntivo denso irregular?,Fibroblasto.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué fibras predominan en el tejido conjuntivo denso irregular?,Fibras de colágeno.
Capítulo 6,Tejido conjuntivo denso irregular,¿Cómo se orientan las fibras en el tejido conjuntivo denso irregular?,En haces orientados en distintas direcciones.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué componente es relativamente escaso en tejido conjuntivo denso irregular?,Sustancia fundamental.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué propiedad mecánica aporta el tejido conjuntivo denso irregular?,Resistencia considerable frente a fuerzas tensoras.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué tipo de fuerzas resiste el tejido conjuntivo denso irregular?,Fuerzas tensoras en múltiples direcciones.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué capa de la dermis está formada por tejido conjuntivo denso irregular?,Capa reticular.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué función tiene la capa reticular de la dermis?,Resistir desgarro por fuerzas de estiramiento.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué capa de órganos huecos como el intestino contiene tejido conjuntivo denso irregular?,Submucosa.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué función tiene la submucosa de órganos huecos?,Resistir estiramiento y distensión excesivos.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué tejido conjuntivo tiene más colágeno: laxo o denso irregular?,Denso irregular.
Capítulo 6,Tejido conjuntivo denso irregular,¿Qué tejido conjuntivo tiene menos células: laxo o denso irregular?,Denso irregular.
Capítulo 6,Tejido conjuntivo denso irregular,¿Por qué el tejido conjuntivo denso irregular se llama “irregular”?,Porque sus fibras se orientan en múltiples direcciones.
Capítulo 6,Tejido conjuntivo denso regular,¿Qué caracteriza al tejido conjuntivo denso regular?,Haces paralelos densos de colágeno con células alineadas.
Capítulo 6,Tejido conjuntivo denso regular,¿Qué tejido conjuntivo tiene fibras de colágeno ordenadas en paralelo?,Tejido conjuntivo denso regular.
Capítulo 6,Tejido conjuntivo denso regular,"¿Qué componente funcional principal forma tendones, ligamentos y aponeurosis?",Tejido conjuntivo denso regular.
Capítulo 6,Tejido conjuntivo denso regular,¿Qué célula especializada se encuentra entre haces de colágeno en tendones?,Tendinocito.
Capítulo 6,Tejido conjuntivo denso regular,¿Qué son los tendinocitos?,Fibroblastos especializados del tendón.
Capítulo 6,Tejido conjuntivo denso regular,¿Qué propiedad mecánica aporta el tejido conjuntivo denso regular?,Resistencia máxima a tensión en una dirección.
Capítulo 6,Tejido conjuntivo denso regular,¿Por qué el tejido conjuntivo denso regular resiste bien tensión unidireccional?,Porque sus fibras de colágeno están paralelas.
Capítulo 6,Tejido conjuntivo denso regular,¿Qué tejido conjuntivo tiene menos sustancia fundamental: laxo o denso regular?,Denso regular.
Capítulo 6,Tendones,¿Qué estructura une músculo con hueso?,Tendón.
Capítulo 6,Tendones,¿Qué tejido forma principalmente los tendones?,Tejido conjuntivo denso regular.
Capítulo 6,Tendones,¿Qué fibras forman la mayor parte del tendón?,Fibras de colágeno paralelas.
Capítulo 6,Tendones,¿Qué células se alinean entre haces de colágeno del tendón?,Tendinocitos.
Capítulo 6,Tendones,¿Qué tejido conjuntivo rodea externamente al tendón?,Epitendón.
Capítulo 6,Tendones,¿Qué tejido conjuntivo separa fascículos dentro del tendón?,Endotendón.
Capítulo 6,Tendones,¿Qué contiene el endotendón?,Vasos sanguíneos y nervios.
Capítulo 6,Tendones,¿Qué diferencia al colágeno del epitendón respecto al colágeno tendinoso interno?,Está menos ordenado.
Capítulo 6,Ligamentos,¿Qué estructura une hueso con hueso?,Ligamento.
Capítulo 6,Ligamentos,¿Qué tejido forma principalmente los ligamentos?,Tejido conjuntivo denso regular.
Capítulo 6,Ligamentos,¿En qué se parecen tendones y ligamentos?,Ambos tienen haces paralelos de colágeno.
Capítulo 6,Ligamentos,¿Qué diferencia general tienen los ligamentos respecto a los tendones?,Pueden tener más fibras elásticas.
Capítulo 6,Ligamentos,¿Qué ligamentos tienen abundantes fibras elásticas?,Ligamentos asociados a la columna vertebral.
Capítulo 6,Aponeurosis,¿Qué es una aponeurosis?,Lámina ancha de tejido conjuntivo denso regular.
Capítulo 6,Aponeurosis,¿Qué tipo de tejido conjuntivo forma las aponeurosis?,Tejido conjuntivo denso regular.
Capítulo 6,Aponeurosis,¿Cómo se organizan las fibras en una aponeurosis?,En varias capas orientadas en diferentes direcciones.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo tiene más tipos celulares?,Tejido conjuntivo laxo.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo tiene más fibras de colágeno gruesas?,Tejido conjuntivo denso.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo es mejor para difusión?,Tejido conjuntivo laxo.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo es mejor para resistencia mecánica?,Tejido conjuntivo denso.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo se inflama con más facilidad?,Tejido conjuntivo laxo.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo tiene fibroblastos como célula predominante?,Tejido conjuntivo denso.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo se localiza bajo epitelios?,Tejido conjuntivo laxo.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo forma tendones?,Tejido conjuntivo denso regular.
Capítulo 6,Comparación laxo-denso,¿Qué tejido conjuntivo forma submucosa intestinal?,Tejido conjuntivo denso irregular.
Capítulo 6,Fibras del tejido conjuntivo,¿Cuáles son los tres tipos principales de fibras del tejido conjuntivo?,"Fibras de colágeno, fibras reticulares y fibras elásticas."
Capítulo 6,Fibras del tejido conjuntivo,¿Qué célula produce la mayoría de fibras del tejido conjuntivo?,El fibroblasto.
Capítulo 6,Fibras del tejido conjuntivo,¿Qué tipo de fibra es más abundante en el tejido conjuntivo?,Fibra de colágeno.
Capítulo 6,Fibras del tejido conjuntivo,¿Qué fibra del tejido conjuntivo aporta mayor resistencia tensora?,Fibra de colágeno.
Capítulo 6,Fibras del tejido conjuntivo,¿Qué fibra del tejido conjuntivo forma redes finas de sostén?,Fibra reticular.
Capítulo 6,Fibras del tejido conjuntivo,¿Qué fibra permite estiramiento y retorno a la forma original?,Fibra elástica.
Capítulo 6,Fibras de colágeno,¿Qué proteína forma las fibras de colágeno?,Colágeno.
Capítulo 6,Fibras de colágeno,¿Qué propiedad mecánica caracteriza a las fibras de colágeno?,Alta resistencia tensora.
Capítulo 6,Fibras de colágeno,¿Cómo suelen verse las fibras de colágeno con microscopía óptica?,"Onduladas, de espesor variable y longitud indeterminada."
Capítulo 6,Fibras de colágeno,¿Qué tinción rutinaria tiñe fácilmente las fibras de colágeno?,Eosina.
Capítulo 6,Fibras de colágeno,¿Qué tipo de colorantes tiñen fácilmente el colágeno?,Colorantes ácidos.
Capítulo 6,Fibras de colágeno,¿Qué colorante tricrómico tiñe colágeno con azul de anilina?,Tricrómico de Mallory.
Capítulo 6,Fibras de colágeno,¿Qué técnica usa verde luz para teñir colágeno?,Tricrómico de Masson.
Capítulo 6,Fibras de colágeno,¿Qué se observa con MET dentro de una fibra de colágeno?,Fibrillas de colágeno.
Capítulo 6,Fibras de colágeno,¿Qué estructura forma una fibra de colágeno?,Haces de fibrillas de colágeno.
Capítulo 6,Fibrillas de colágeno,¿Qué patrón ultraestructural presentan las fibrillas de colágeno?,Bandas transversales periódicas.
Capítulo 6,Fibrillas de colágeno,¿Cuál es la periodicidad típica de bandas en fibrillas de colágeno?,68 nm.
Capítulo 6,Fibrillas de colágeno,¿Qué moléculas forman las fibrillas de colágeno?,Moléculas de tropocolágeno.
Capítulo 6,Fibrillas de colágeno,¿Qué forma molecular tiene el tropocolágeno?,Triple hélice.
Capítulo 6,Fibrillas de colágeno,¿Cuántas cadenas alfa forman una molécula de tropocolágeno?,Tres cadenas alfa.
Capítulo 6,Fibrillas de colágeno,¿Qué aminoácido aparece cada tercer residuo en colágeno?,Glicina.
Capítulo 6,Fibrillas de colágeno,¿Por qué la glicina se repite cada tercer residuo en el colágeno?,Porque permite el empaquetamiento estrecho de la triple hélice.
Capítulo 6,Fibrillas de colágeno,¿Qué aminoácidos son frecuentes en colágeno además de glicina?,Prolina e hidroxiprolina.
Capítulo 6,Fibrillas de colágeno,¿Qué aminoácido modificado es característico del colágeno?,Hidroxiprolina.
Capítulo 6,Fibrillas de colágeno,¿Qué otro aminoácido modificado aparece en colágeno?,Hidroxilisina.
Capítulo 6,Fibrillas de colágeno,¿Qué estructura se forma por ensamblaje lateral de moléculas de colágeno?,Fibrilla de colágeno.
Capítulo 6,Fibrillas de colágeno,¿Qué estructura se forma por agrupación de fibrillas de colágeno?,Fibra de colágeno.
Capítulo 6,Fibrillas de colágeno,¿Qué estructura se forma por agrupación de fibras de colágeno?,Haz de colágeno.
Capítulo 6,Tipos de colágeno,¿Qué tipo de colágeno es el más abundante del organismo?,Colágeno tipo I.
Capítulo 6,Tipos de colágeno,¿Qué porcentaje aproximado del colágeno corporal corresponde al tipo I?,90%.
Capítulo 6,Tipos de colágeno,¿Dónde se encuentra colágeno tipo I?,"Piel, hueso, tendones, ligamentos, dentina, esclera, fascias y cápsulas orgánicas."
Capítulo 6,Tipos de colágeno,¿Qué función tiene el colágeno tipo I?,Resistir fuerzas tensiles y estiramiento.
Capítulo 6,Tipos de colágeno,¿Qué colágeno predomina en cartílago hialino y elástico?,Colágeno tipo II.
Capítulo 6,Tipos de colágeno,¿Qué función tiene el colágeno tipo II?,Resistir compresión intermitente.
Capítulo 6,Tipos de colágeno,¿Qué colágeno forma fibras reticulares?,Colágeno tipo III.
Capítulo 6,Tipos de colágeno,¿Dónde es prominente el colágeno tipo III?,"Tejido conjuntivo laxo de vísceras, músculo liso, endoneuro, vasos y piel fetal."
Capítulo 6,Tipos de colágeno,¿Qué función tiene el colágeno tipo III?,Formar una malla laxa de sostén.
Capítulo 6,Tipos de colágeno,¿Qué colágeno forma láminas basales?,Colágeno tipo IV.
Capítulo 6,Tipos de colágeno,¿Qué función tiene el colágeno tipo IV?,Sostén y barrera de filtración.
Capítulo 6,Tipos de colágeno,¿Qué colágeno se ubica en la superficie de fibrillas de colágeno tipo I?,Colágeno tipo V.
Capítulo 6,Tipos de colágeno,¿Qué función tiene el colágeno tipo V?,Modula propiedades biomecánicas de fibrillas de colágeno tipo I.
Capítulo 6,Tipos de colágeno,¿Qué colágeno fija condrocitos a la matriz cartilaginosa?,Colágeno tipo VI.
Capítulo 6,Tipos de colágeno,¿Qué colágeno forma fibrillas de anclaje?,Colágeno tipo VII.
Capítulo 6,Tipos de colágeno,¿Dónde se encuentra colágeno tipo VII?,"Piel, ojos y mucosa oral."
Capítulo 6,Tipos de colágeno,¿Qué colágeno se asocia a fibrillas de colágeno tipo II?,Colágeno tipo IX.
Capítulo 6,Tipos de colágeno,¿Qué colágeno se encuentra en cartílago hipertrófico durante osificación endocondral?,Colágeno tipo X.
Capítulo 6,Tipos de colágeno,¿Qué colágeno se asocia a fibrillas de colágeno tipo I?,Colágeno tipo XII.
Capítulo 6,Tipos de colágeno,¿Qué colágeno se asocia a fibrillas de colágeno tipo I y V?,Colágeno tipo XIV.
Capítulo 6,Tipos de colágeno,¿Qué colágeno estabiliza la lámina externa de músculo cardíaco y esquelético?,Colágeno tipo XV.
Capítulo 6,Tipos de colágeno,¿Qué colágeno transmembrana aparece en hemidesmosomas?,Colágeno tipo XVII.
Capítulo 6,Tipos de colágeno,¿Qué colágeno se encuentra en láminas basales vasculares y epiteliales?,Colágeno tipo XVIII.
Capítulo 6,Colágenos fibrilares,¿Qué colágenos forman fibrillas clásicas?,"Tipos I, II, III, V y XI."
Capítulo 6,Colágenos fibrilares,¿Qué tipo de colágeno fibrilar predomina en tendón?,Colágeno tipo I.
Capítulo 6,Colágenos fibrilares,¿Qué tipo de colágeno fibrilar predomina en cartílago?,Colágeno tipo II.
Capítulo 6,Colágenos fibrilares,¿Qué tipo de colágeno fibrilar forma redes reticulares?,Colágeno tipo III.
Capítulo 6,Colágenos FACIT,¿Qué significa FACIT en colágeno?,Colágenos asociados a fibrillas con triple hélice interrumpida.
Capítulo 6,Colágenos FACIT,¿Qué función general tienen los colágenos FACIT?,Asociarse a fibrillas y modular interacciones con la matriz.
Capítulo 6,Colágenos FACIT,¿Qué ejemplos de colágenos FACIT se mencionan?,"Tipos IX, XII y XIV."
Capítulo 6,Colágeno tipo IV,¿Por qué el colágeno tipo IV no forma fibrillas clásicas?,Porque forma redes laminares en láminas basales.
Capítulo 6,Colágeno tipo IV,¿Qué estructura forma el colágeno tipo IV?,Una red o malla laminar.
Capítulo 6,Colágeno tipo VII,¿Qué estructura forma el colágeno tipo VII?,Fibrillas de anclaje.
Capítulo 6,Colágeno tipo VII,¿Qué conecta el colágeno tipo VII?,Lámina basal con tejido conjuntivo subyacente.
Capítulo 6,Colágeno tipo XVII,¿Qué tipo de colágeno es el colágeno XVII por su localización?,Transmembrana.
Capítulo 6,Colágeno tipo XVII,¿En qué unión se localiza el colágeno XVII?,Hemidesmosoma.
Capítulo 6,Colágeno tipo XVIII,¿Qué fragmento antiangiogénico deriva del colágeno tipo XVIII?,Endostatina.
Capítulo 6,Colágeno tipo XVIII,¿Qué proceso inhibe la endostatina?,Angiogénesis.
Capítulo 6,Biosíntesis del colágeno,¿Qué célula sintetiza colágeno en la mayoría del tejido conjuntivo?,Fibroblasto.
Capítulo 6,Biosíntesis del colágeno,¿Dónde inicia la síntesis de cadenas alfa del colágeno?,En el RER.
Capítulo 6,Biosíntesis del colágeno,¿Qué estructura celular traduce las cadenas alfa del colágeno?,Ribosomas del RER.
Capítulo 6,Biosíntesis del colágeno,¿Qué molécula inicial se forma dentro del RER durante síntesis de colágeno?,Preprocolágeno.
Capítulo 6,Biosíntesis del colágeno,¿Qué se forma al retirar el péptido señal del preprocolágeno?,Procolágeno.
Capítulo 6,Biosíntesis del colágeno,¿Qué modificación ocurre sobre prolina y lisina en el RER?,Hidroxilación.
Capítulo 6,Biosíntesis del colágeno,¿Qué enzimas hidroxilan prolina y lisina durante síntesis de colágeno?,Prolil-hidroxilasa y lisil-hidroxilasa.
Capítulo 6,Biosíntesis del colágeno,¿Qué vitamina es necesaria para hidroxilar prolina y lisina?,Vitamina C.
Capítulo 6,Biosíntesis del colágeno,¿Qué enfermedad se produce por déficit de vitamina C que altera colágeno?,Escorbuto.
Capítulo 6,Biosíntesis del colágeno,¿Qué modificación ocurre sobre algunas hidroxilisinas del procolágeno?,Glucosilación.
Capítulo 6,Biosíntesis del colágeno,¿Qué se une a algunas hidroxilisinas del procolágeno?,Galactosa y glucosa.
Capítulo 6,Biosíntesis del colágeno,¿Qué estructura estabiliza la triple hélice del procolágeno?,Puentes de hidrógeno entre cadenas alfa.
Capítulo 6,Biosíntesis del colágeno,¿Qué dominios terminales impiden el ensamblaje prematuro dentro de la célula?,Propéptidos N-terminales y C-terminales.
Capítulo 6,Biosíntesis del colágeno,¿Qué orgánulo modifica y empaqueta el procolágeno?,Aparato de Golgi.
Capítulo 6,Biosíntesis del colágeno,¿Cómo sale el procolágeno de la célula?,Por exocitosis.
Capítulo 6,Biosíntesis del colágeno,¿Dónde ocurre el ensamblaje final de fibrillas de colágeno?,En la matriz extracelular.
Capítulo 6,Biosíntesis del colágeno,¿Qué enzimas extracelulares cortan propéptidos del procolágeno?,Procolágeno peptidasas.
Capítulo 6,Biosíntesis del colágeno,¿Qué molécula se forma al retirar los propéptidos del procolágeno?,Tropocolágeno.
Capítulo 6,Biosíntesis del colágeno,¿Qué proceso organiza tropocolágeno en fibrillas?,Fibrilogénesis.
Capítulo 6,Biosíntesis del colágeno,¿Qué enzima forma enlaces cruzados covalentes entre moléculas de colágeno?,Lisil oxidasa.
Capítulo 6,Biosíntesis del colágeno,¿Qué cofactor requiere la lisil oxidasa?,Cobre.
Capítulo 6,Biosíntesis del colágeno,¿Qué función tienen los enlaces cruzados del colágeno?,Aumentan resistencia y estabilidad de la fibra.
Capítulo 6,Biosíntesis del colágeno,¿Qué paso de síntesis de colágeno ocurre fuera del fibroblasto?,Polimerización de colágeno en fibrillas.
Capítulo 6,Biosíntesis del colágeno,¿Qué paso de síntesis de colágeno ocurre dentro del fibroblasto?,Producción de procolágeno.
Capítulo 6,Biosíntesis del colágeno,¿Qué alteración causa defectos en hidroxilación del colágeno?,Colágeno débil e inestable.
Capítulo 6,Biosíntesis del colágeno,¿Qué alteración causa defectos en enlaces cruzados del colágeno?,Disminución de resistencia tensora.
Capítulo 6,Degradación del colágeno,¿Qué enzimas degradan colágeno extracelular?,Metaloproteinasas de matriz.
Capítulo 6,Degradación del colágeno,¿Qué sigla se usa para metaloproteinasas de matriz?,MMP.
Capítulo 6,Degradación del colágeno,¿Qué tipo de enzimas son las colagenasas?,Metaloproteinasas de matriz.
Capítulo 6,Degradación del colágeno,¿Qué células pueden degradar colágeno?,"Fibroblastos, macrófagos, neutrófilos, osteoclastos y otras células."
Capítulo 6,Degradación del colágeno,¿Qué vía degrada colágeno tras fagocitosis?,Vía lisosómica.
Capítulo 6,Degradación del colágeno,¿Qué proceso permite remodelar el tejido conjuntivo?,Síntesis y degradación equilibradas de matriz extracelular.
